          X           Y               RA              DEC         m_B       err_B         m_V       err_V         m_R       err_R 
   4656.810    3305.930      308.9050615       60.1139710      26.368       0.130      26.291       0.054      26.145       0.102 
   1467.190    4090.720      308.8328679       60.1173961      26.870       0.107      26.481       0.051      26.238       0.148 
   3191.290    2963.040      308.8770353       60.1228519      27.539       0.190      27.052       0.087      26.660       0.153 
   3787.060    1309.200      308.9015544       60.1378545      26.467       0.109      26.352       0.049      26.253       0.136 
   2280.640    1513.790      308.8686495       60.1412000      27.381       0.186      26.985       0.074      26.636       0.142 
   1460.090     991.250      308.8553573       60.1496004      27.263       0.180      26.744       0.078      26.310       0.144 
   2537.450    1937.980      308.8709020       60.1358649      26.506       0.111      26.419       0.066      26.282       0.121 
   2986.850    1188.660      308.8857536       60.1420118      27.298       0.163      26.799       0.059      26.411       0.131 
   2437.180    3002.340      308.8610315       60.1251798      27.260       0.161      26.698       0.055      26.356       0.168 
    997.510    1223.160      308.8440132       60.1488696      26.302       0.087      26.197       0.058      26.078       0.160 
   1414.640    1562.140      308.8502365       60.1438385      26.811       0.123      26.578       0.058      26.279       0.094 
   2979.730    1851.910      308.8807521       60.1351533      27.805       0.235      27.040       0.068      26.441       0.119 
   3908.840    1468.770      308.9029245       60.1357559      27.001       0.133      26.690       0.060      26.467       0.148 
   1453.400    4298.420      308.8310651       60.1152896      27.721       0.204      26.840       0.087      26.114       0.088 
   2163.550    1187.110      308.8685970       60.1450159      26.565       0.107      26.393       0.050      26.241       0.128 
   2201.530    2541.040      308.8594904       60.1308232      27.539       0.211      27.284       0.104      26.960       0.157 
   1484.150    4171.600      308.8326312       60.1164950      26.963       0.155      26.517       0.059      26.158       0.111 
   2190.400    1451.230      308.8672253       60.1421767      27.061       0.168      26.804       0.068      26.532       0.147 
   4099.260     993.600      308.9103743       60.1399955      27.487       0.165      26.753       0.060      26.132       0.091 
   2188.860    1768.240      308.8648752       60.1388915      27.249       0.192      26.768       0.064      26.363       0.115 
   1377.980    1263.830      308.8516521       60.1470683      27.517       0.194      26.962       0.091      26.531       0.209 
   1255.810    4686.910      308.8241138       60.1119716      27.771       0.186      26.802       0.061      26.052       0.096 
   5020.830    4839.100      308.9014256       60.0967360      27.431       0.172      26.731       0.072      26.142       0.130 
   2015.620    2442.530      308.8563346       60.1325200      27.450       0.223      26.802       0.063      26.431       0.191 
   1162.500    1598.220      308.8447142       60.1443778      27.370       0.216      26.839       0.101      26.444       0.203 
   4910.230    1564.400      308.9230953       60.1311235      27.786       0.222      26.893       0.063      26.148       0.091 
   1402.040    1177.380      308.8527858       60.1478786      27.873       0.260      27.751       0.186      27.363       0.179 
   2047.790    2574.260      308.8560427       60.1310358      27.773       0.255      27.067       0.079      26.575       0.157 
   3205.730    1788.020      308.8859309       60.1349960      27.578       0.268      27.572       0.179      27.346       0.210 
   4235.580    1545.760      308.9091712       60.1337696      26.632       0.124      26.439       0.054      26.275       0.140 
   1702.780     760.510      308.8621068       60.1511157      27.937       0.270      27.184       0.096      26.579       0.151 
   4613.910    3875.130      308.9000030       60.1082192      26.329       0.101      26.281       0.047      26.174       0.108 
   1353.840    1980.560      308.8459113       60.1397150      26.672       0.131      26.571       0.063      26.387       0.126 
   4509.550    3355.990      308.9016275       60.1139864      26.339       0.090      26.325       0.051      26.297       0.157 
   1000.050    1786.340      308.8399517       60.1430135      26.411       0.106      26.303       0.066      26.133       0.135 
   3801.860    3457.160      308.8861444       60.1155066      27.698       0.244      26.836       0.047      26.244       0.108 
   2262.180    3183.740      308.8560587       60.1239312      26.453       0.095      26.302       0.058      26.161       0.172 
    990.840    1145.110      308.8444444       60.1497041      26.677       0.146      26.378       0.066      26.177       0.243 
   4780.220    2759.390      308.9116331       60.1191947      27.239       0.162      26.659       0.054      26.176       0.101 
   3639.650    1552.660      308.8966990       60.1358631      26.961       0.150      26.592       0.073      26.336       0.164 
   1098.410     672.920      308.8501396       60.1542164      27.933       0.248      26.990       0.074      26.174       0.086 
   1210.070    2062.610      308.8423137       60.1393842      26.570       0.109      26.389       0.064      26.209       0.134 
   4084.490    3196.330      308.8939406       60.1171876      26.772       0.129      26.469       0.050      26.298       0.165 
   1067.690    1773.390      308.8414570       60.1429028      27.161       0.174      26.730       0.064      26.344       0.117 
   2836.140    1878.060      308.8775674       60.1354030      26.664       0.109      26.463       0.053      26.400       0.223 
   4966.110    2503.230      308.9173817       60.1211774      26.281       0.104      26.291       0.049      26.250       0.140 
   4042.960     929.780      308.9096682       60.1408625      27.848       0.248      26.943       0.065      26.189       0.085 
   3394.830    1265.530      308.8936972       60.1397325      26.596       0.103      26.488       0.053      26.290       0.098 
   2050.720    2542.440      308.8563363       60.1313555      27.017       0.164      26.791       0.076      26.541       0.146 
   4821.370    2560.360      308.9139478       60.1211107      27.107       0.167      26.626       0.059      26.286       0.126 
   1831.420     924.930      308.8635875       60.1489423      27.917       0.264      27.248       0.106      26.684       0.171 
   2290.510    1949.960      308.8656660       60.1366364      26.606       0.134      26.435       0.052      26.298       0.152 
   2677.470    1345.810      308.8781528       60.1415037      27.038       0.150      26.630       0.068      26.189       0.084 
