         id               ra              dec      mag      type         n               re              phi            ratio     notes 
      15942       53.1232862      -27.7741065  25.8258    sersic     0.529            2.756          -87.924           0.1419   comment 
      15945       53.1808496      -27.7741294  27.0364    sersic     2.082            1.060          -76.707           0.6753   comment 
      15946       53.1589996      -27.7740843  27.9862    sersic     1.367            1.295          -72.235           0.3361   comment 
      15947       53.1527503      -27.7740740  27.7697    sersic     6.315            0.588          -63.087           0.0570   comment 
      15948       53.0634796      -27.7747866  23.0893    sersic     0.879            3.493          -53.861           0.3135   comment 
      15949       53.0985883      -27.7750267  23.6709    sersic     3.469            7.883          -56.537           0.3075   comment 
      15950       53.1720797      -27.7741657   27.187    sersic     0.609            0.925            3.623           0.5274   comment 
      15951       53.1050526      -27.7740688   26.901    sersic     1.197            1.328           38.027           0.2327   comment 
      15952       53.1030284      -27.7741097   25.978    sersic     2.956            0.512          -71.156           0.5855   comment 
      15954       53.1109970      -27.7741358  25.9929    sersic     1.326            4.560          -15.513           0.1258   comment 
      15956       53.1312778      -27.7742069  25.4139    sersic     0.961            2.321          -48.920           0.3328   comment 
      15957       53.1235213      -27.7740323  26.4705    sersic     1.395            0.211           -8.019           0.0004   comment 
      15958       53.1782292      -27.7742486  26.2533    sersic     1.562            1.215           47.816           0.2831   comment 
      15960       53.1094288      -27.7748077  24.1437    sersic     1.643            2.921           54.005           0.2874   comment 
      15961       53.0956880      -27.7742903   24.748    sersic     2.862            1.451            1.657           0.4259   comment 
      15963       53.1290161      -27.7740033  26.3175    sersic     2.719            2.696           42.712           0.7915   comment 
      15964       53.1131586      -27.7742550  24.6755    sersic     2.352            1.812          -43.279           0.5390   comment 
      15965       53.1239709      -27.7743036  25.7167    sersic     1.983            8.342            2.668           0.2351   comment 
      15966       53.1669809      -27.7740415  27.1771    sersic     4.617            0.977           87.717           0.5785   comment 
      15969       53.1820980      -27.7739585  28.0018    sersic     1.055            1.259          -35.962           0.2908   comment 
      15970       53.0668075      -27.7740773  25.2319    sersic     3.650            1.488          -44.167           0.6958   comment 
      15972       53.1595841      -27.7745731  24.6751    sersic     1.206            2.121           40.023           0.2572   comment 
      15973       53.0827412      -27.7740852  24.7593    sersic     0.423            2.355           86.542           0.4876   comment 
      15974       53.1213397      -27.7745517  23.4566    sersic     0.260            3.521          -10.332           0.4464   comment 
      15975       53.1529345      -27.7738890  28.5288    sersic     0.472            0.621          -86.163           0.8686   comment 
      15977       53.0989985      -27.7738879  26.2308    sersic     0.393            1.103          -63.916           0.5341   comment 
      15978       53.0812751      -27.7738956  27.0723    sersic     2.185            0.571           13.505           0.9897   comment 
      15979       53.1626266      -27.7738976  27.7464    sersic     0.427            0.554           63.496           0.7808   comment 
      15980       53.1928150      -27.7739314  26.1414    sersic     6.171            0.522          -49.240           0.8429   comment 
      15981       53.1599504      -27.7740903  26.6099    sersic     1.679            1.849            3.141           0.7910   comment 
      15983       53.1667885      -27.7739673  26.7766    sersic     1.502            0.837            7.971           0.3014   comment 
      15984       53.1645161      -27.7738726  27.8366    sersic     1.750            0.310           25.873           0.9953   comment 
      15985       53.0975165      -27.7738852   26.052    sersic     4.744           11.061          -69.119           0.9371   comment 
      15987       53.0684869      -27.7739026  25.8993    sersic     0.375            2.678          -12.896           0.2242   comment 
